timestamp,P_x,P_y,P_z,q_w,q_x,q_y,q_z
1413394882.7557604,0.0008843857316879111,-2.7482940607816284e-05,-0.00023498771709656998,-0.013993145232271843,0.7978858735340434,0.010771274703327059,0.6025498355676406
1413394882.8557606,0.0005766734709684415,8.625479710838177e-05,-0.00016693275782095828,-0.01415415433932184,0.7979022032972095,0.010786550833863274,0.6025241772821285
1413394882.9557605,0.0005800850097688054,0.00018064402507282805,1.2238242002210752e-05,-0.014107967751342263,0.7979552139974448,0.010880934352088124,0.6024533566740621
1413394883.0557604,0.000792955539994413,0.00021650334005425756,-2.5965483359823453e-05,-0.014491150910094192,0.7980488576034411,0.011281100788870482,0.602312845777122
1413394883.1557605,0.0008147017802443674,0.0001679781984723847,-8.14259872204591e-05,-0.014641283712811226,0.7980274649023312,0.011419594756233097,0.6023349491175178
1413394883.2557604,0.0008859877640493991,0.00011993681353371263,-0.00017668688479996215,-0.014802627929389967,0.7980481641092875,0.011410699071940244,0.6023037488799731
1413394883.3557606,0.0008440336645289753,0.00012021277412577552,-0.000213946378998011,-0.015055048851747337,0.7981305578412302,0.011564880638637214,0.60218536322293
1413394883.4557605,0.0007604765440422785,9.806330311504417e-05,-0.00017537374005540518,-0.015179618952867497,0.7981740811139835,0.011741417156622991,0.6021211294494224
1413394883.5557604,0.0008064496250261306,0.00015032212130912652,-0.0001921176411889935,-0.015084571538124062,0.7982797967494802,0.011738393321264948,0.6019834149919373
1413394883.6557605,0.0011341040814573193,0.00018687296621743344,-6.965871357900855e-05,-0.015222606727802826,0.7985414530573482,0.011931198370892968,0.6016290106859078
1413394883.7557604,0.0013009309010922543,0.00015711308499672815,-7.311402953186314e-05,-0.015002274263960383,0.7985980514876877,0.011676391218444713,0.6015644153497541
1413394883.8557606,0.0012197567483405493,0.00015013028273316178,-0.00022002950325701343,-0.01493771695459549,0.7985878648197701,0.011486688946828852,0.6015831968662556
1413394883.9557605,0.001030161552719717,0.00012122862946587618,-0.0002749003720482643,-0.014760501826183357,0.7986361158260569,0.011423494017471798,0.60152471758735
1413394884.0557604,0.0010501893749217956,0.00010912182531334048,-0.0003032399816501893,-0.014795483938576779,0.7985766818744087,0.011321150604550384,0.6016046944385257
1413394884.1557605,0.001013622856989264,9.086561078398481e-05,-0.0002492174748813307,-0.014745254731752042,0.7986384419935861,0.011342133876005217,0.6015235427080904
1413394884.2557604,0.0009481630502715464,5.944311886535081e-05,-0.0003045895642692427,-0.014815141256073578,0.7986489448046004,0.011410199080350148,0.6015065934044346
1413394884.3557606,0.0011744489940367336,7.608768183289759e-05,-0.00021918375595427012,-0.014735761943175142,0.7987626292362573,0.011541877632116723,0.6013550569474417
1413394884.4557605,0.0012087916839469842,7.550648592148199e-05,-0.00029422774547534637,-0.014897939049855674,0.7986920705464444,0.011568223109379354,0.6014442651421594
1413394884.5557604,0.0011598723609659667,7.368527399302809e-05,-0.0003212208172512666,-0.015095379051478864,0.7987146134201162,0.011738422856973726,0.6014061067775066
1413394884.6557605,0.0010435046810046622,4.701220658295279e-05,-0.0004347346163424718,-0.015235553718421991,0.7986608104435416,0.011769861301962692,0.6014734060035332
1413394884.7557604,0.0009498347208298208,3.831957038724217e-05,-0.0004778669086576177,-0.01522751008786364,0.7985978529543264,0.011960728834757869,0.601553433336562
1413394884.8557606,0.000978998892603344,2.517854158907429e-06,-0.00043755615017725477,-0.01546104972448775,0.7985657998069025,0.012082848460525484,0.6015875863856063
1413394884.9557605,0.000960263568311787,3.527775867128024e-05,-0.00047962732030694524,-0.015665798298527486,0.7985169108239134,0.012113768962529489,0.6016465594461807
1413394885.0557604,0.0008030757576872243,-4.680236432032955e-05,-0.000536386681446328,-0.01592419994794537,0.7985333390909568,0.012218047863541321,0.6016158620936363
1413394885.1557605,0.001160795863459768,0.0007018111204314398,-0.00033590815284161295,-0.01573061987229318,0.7984492113017941,0.012274148797914306,0.601731459906546
1413394885.2557604,0.0016702646118573162,0.001265717128755447,-0.00028716018872255604,-0.01628429506425213,0.7984743386275309,0.012710426950216836,0.6016743282992311
1413394885.3557606,0.0014781870881686394,0.0011932276279809908,-0.0002571823745334761,-0.01663130563312306,0.7985391288052361,0.012944416262533513,0.6015738537598974
1413394885.4557605,0.0014070712183997939,0.0012028571593176026,-0.00028523704557449533,-0.016903493785832356,0.7985050169400603,0.013144606166888492,0.6016072050334038
1413394885.5557604,0.0006505829959981472,0.00015684397850407677,-0.00031503193313964386,-0.01749060342919983,0.7985507428977996,0.013462251334717448,0.6015226991544509
1413394885.6557605,0.0007008117888972941,9.760259702369404e-05,-0.0005962241763737481,-0.01758942548116928,0.7985680156988749,0.013438798171708767,0.6014974107323358
1413394885.7557604,0.0012019598765731611,0.0006344099419888273,-0.0004123862989929736,-0.017288921538127187,0.7985930883387926,0.013407964767655824,0.60147352305014
1413394885.8557606,0.001080256553742407,0.00043259423985884265,-0.00018525549512073494,-0.017818956003179245,0.7987020606029404,0.013770835183404622,0.6013051365936644
1413394885.9557605,0.001459363190373515,0.0005348157245536871,0.00026559943375560364,-0.017743079452227552,0.7990647232695438,0.014036618140569238,0.6008192111682976
1413394886.0557604,0.00198984510390443,0.0007571333551355677,0.001296542365076598,-0.017562677685152947,0.7991399424803792,0.013753110627228574,0.600731018537464
1413394886.1557605,0.0026212484095015916,0.0003615877641416766,0.0025836033645443893,-0.017782065390090168,0.7994162614340597,0.013742486024052957,0.6003570464174901
1413394886.2557604,0.003099146081441594,0.0004048039971459537,0.0032946111377119783,-0.017374744184612823,0.7996300217731072,0.013565699217056587,0.6000882587989969
1413394886.3557606,0.0038299236002281617,0.0003940673007361827,0.0036305913328697997,-0.016917030879604573,0.8001830946021035,0.013341082957223329,0.5993687051262758
1413394886.4557605,0.004614085653486475,0.0004940787837716377,0.0041642414723029025,-0.017139361288325182,0.8004303531872071,0.013470513075589434,0.5990292457540882
1413394886.5557604,0.0051693683069344975,0.00047342122515385836,0.004164075214655087,-0.01733143534201512,0.8010681512371218,0.013857586984682965,0.5981616885972281
1413394886.6557605,0.006010704495400376,0.00036692005540590075,0.004558363739176849,-0.01831305031363437,0.8018466469839599,0.013824583262895538,0.5970891623588545
1413394886.7557604,0.006830905189472568,0.0006955939220944067,0.005100733344139167,-0.01877883479775175,0.8026213920435572,0.01450259830852994,0.5960167204366021
1413394886.8557606,0.007252282550888455,9.745771600565688e-05,0.004517530381008661,-0.019307908853708956,0.8037039456156317,0.015088084714286465,0.5945246186300589
1413394886.9557605,0.006046601608277759,-0.0008283272988004057,0.002855868214924186,-0.019977372790400696,0.806102255242484,0.015419266261991523,0.59123794270777
1413394887.0557604,0.0003820572989257094,-0.0019297917998577516,0.002285018231805315,-0.018007173705343084,0.8087781224686779,0.015296612243109197,0.5876390932920222
1413394887.1557605,-0.0022219654689084566,-0.0027334454758316854,0.006803317554186676,-0.015645934885109566,0.8110216052473854,0.016568075426241478,0.5845722020590748
1413394887.2557604,-0.005459047034645965,-0.004171386267817249,0.017295166707454936,-0.011416577211151576,0.8102375923410949,0.017149921081697727,0.5857393498212145
1413394887.3557606,-0.009156449508884225,-0.004992130283886153,0.032829890303514395,-0.01018583225189117,0.8090961053121026,0.02088510049349125,0.5872167860062417
1413394887.4557605,-0.013413975191255487,-0.004933170061883912,0.060708659318422634,-0.00878458672108766,0.8103350861710912,0.023288444456834242,0.5854378938119833
1413394887.5557604,-0.017331331637194334,-0.003463714133668169,0.10103376384165337,-0.00826473158285891,0.8133804410770006,0.023898878736217884,0.5811822398184573
1413394887.6557605,-0.020865577290498784,0.001053724281470739,0.14692209215208824,-0.004758101916385423,0.8188602886297448,0.023377063273654047,0.5734969059062692
1413394887.7557604,-0.021147441934836805,0.009165098978629256,0.18923236642122063,-0.002012653691193005,0.8271410918031857,0.019179932337537495,0.561663327689534
1413394887.8557606,-0.013623288828346751,0.02272966101899168,0.2286790488342799,0.014189220810407504,0.837584492639234,0.007869057539406492,0.5460668105978534
1413394887.9557605,-0.0009518697500019017,0.038190860316312525,0.25629655649745575,0.02448580727430909,0.8430929906178651,-0.002043635568982117,0.537206178265674
1413394888.0557604,0.017447122794987262,0.0548381651622065,0.28098513856697294,0.03169698102369301,0.8414941670014203,-0.008756857470336972,0.5392644858914908
1413394888.1557605,0.04103466125326699,0.0720180099852802,0.30630908954282304,0.034437090428402026,0.8346665355963585,-0.009524293670164951,0.5495954412006013
1413394888.2557604,0.06833331816154568,0.09112691055586691,0.3344970003033749,0.04261545922309761,0.828321003331936,-0.014700615605477484,0.5584372211584748
1413394888.3557606,0.09871246470242274,0.11200998930529761,0.3639491246145228,0.04766537709945329,0.8270892532166736,-0.01683426591377792,0.5597928067871153
1413394888.4557605,0.13265545360258774,0.1346238131881182,0.39424012636279515,0.051537850375104555,0.8275329605091568,-0.019035175034392848,0.5587223920347866
1413394888.5557604,0.16945916758483298,0.15906844930227954,0.4210831702119914,0.050193259617248846,0.8281756392361364,-0.02440820047249669,0.5576826938452607
1413394888.6557605,0.20993229525206888,0.18287816329616352,0.43327432692830076,0.04835799231533061,0.8275221660073482,-0.02857963270586527,0.5586159449390389
1413394888.7557604,0.2556474799071933,0.20405151183800804,0.4336303036505147,0.04891948891599737,0.8216434546109753,-0.03473964328085406,0.5668351385401744
1413394888.8557606,0.30592813101288524,0.22220863707589805,0.4331869875628967,0.051821481198336024,0.8130912622501908,-0.04494032334805415,0.5780808772794463
